Fall;Gewicht;Erreichbarkeit;STICH;f1;f2_question;f2A1;f2A2;f2A3;f2A4;f2A5;f3_question;f3A1;f3A2;f3A3;f3A4;f3A5;f3A6;f4_question;f4A1;f4A2;f4A3;f4A4;f4A5;f4A6;f4A7;f4A8;f4A9;f4A10;f4A11;f5;f6_question;f6A1_1;f6A2_1;f6A3_1;f6A4_1;f6A5_1;f7;f8_question;f8A1_1;f8A2_1;f8A3_1;f8A4_1;f8A5_1;f8A6_1;f8A7_1;f8A8_1;f8A9_1;f9_question;f9A1_1;f9A2_1;f9A3_1;f9A4_1;f10_question;f10A1;f10A2;f10A3;f10A4;f10A5;f10A6;f11;f11b;f11c;f12;f13_question;f13A1_1;f13A2_1;f13A3_1;f14;f14b;f15;f16;f17;f18;f19_question;f19A1_1;f19A2_1;f19A3_1;f19A4_1;f19A5_1;f19A6_1;f20_question;f20A1_1;f20A2_1;f20A3_1;f20A4_1;f20A5_1;f20A6_1;f20A7_1;f20A8_1;f20A9_1;f20A10_1;f20A11_1;f21_question;f21A1;f21A2;f21A3;f21A4;f21A5;f21A6;f21A7;f21A8;f21A9;f21A10;f21A11;f21A12;f21A13;f22;f23_question;f23A1_1;f23A2_1;f23A3_1;f23A4_1;f24;f24b_question;f24bA1;f24bA2;f24bA3;f24bA4;f24bA5;f24bA6;f24bA7;f25;s1;s2A1;s2neu;S2b;s3A1;s4A1;s5;s6;s6b;s7;BLX;GGK7;GKBIK10
1161;0,68014047;aus DatenschutzgrÅnden gelîscht ;2;2;;1;1;1;0;0;;0;0;1;1;0;0;;0;0;1;0;1;0;0;0;0;0;0;2;;1;4;2;1;2;3;;1;2;2;2;1;2;2;2;1;;;;2;1;;0;1;1;0;0;0;1;3;;1;;1;3;4;1;1;2;1;2;1;;2;2;4;3;2;1;;3;2;1;1;2;1;2;2;2;3;1;;1;1;1;1;0;1;0;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;1;1;6;1;10;6;9;1;4
1162;0,79202423;aus DatenschutzgrÅnden gelîscht ;2;1;;0;1;0;0;0;;1;0;0;1;0;0;;1;0;1;0;1;0;0;0;0;0;0;2;;4;2;3;9;4;3;;2;1;1;2;1;1;1;2;1;;1;;;2;;1;0;0;0;0;0;1;2;;2;;4;1;1;1;1;1;1;2;4;;3;1;9;3;2;3;;2;1;1;1;1;2;2;1;1;1;3;;0;1;0;1;0;1;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;3;4;1;3;8;2;7;10
1163;0,59061425;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;0;0;0;;1;1;1;1;0;0;;1;0;0;0;0;0;1;0;0;0;0;4;;2;4;1;4;3;3;;1;1;1;1;1;1;1;1;1;;2;1;1;2;;0;1;0;0;0;0;1;2;;2;;2;4;3;2;;1;1;1;1;;3;3;4;3;3;2;;1;1;2;1;2;1;1;1;1;2;3;;1;0;1;1;1;1;0;1;1;0;0;0;;1;;1;3;3;1;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;3;1;2;3;3;6;8
1164;0,77670270;aus DatenschutzgrÅnden gelîscht ;2;3;;1;0;0;0;0;;1;1;1;1;0;0;;0;0;0;1;0;0;1;1;0;0;0;3;;4;1;1;2;4;4;;1;2;1;2;2;9;1;2;1;;4;1;2;2;;1;0;1;0;0;0;2;;2;1;;4;1;1;2;;1;1;2;3;;3;1;4;3;3;1;;2;1;1;1;2;1;2;2;2;1;2;;1;1;1;1;1;1;0;1;0;0;0;0;;2;;1;3;3;3;1;;1;0;1;0;0;0;;1;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;4;5;;4;3;6;8
1165;0,48833854;aus DatenschutzgrÅnden gelîscht ;2;1;;0;1;1;0;0;;1;1;1;1;0;0;;0;0;1;1;1;0;1;1;0;0;0;2;;9;4;1;3;4;3;;1;2;1;2;2;1;2;2;2;;2;2;2;3;;1;1;0;0;0;0;1;3;;1;;1;2;3;1;1;2;2;3;4;;3;1;3;3;1;3;;1;3;9;2;2;1;1;2;2;2;2;;1;1;1;1;1;1;1;1;1;0;0;0;;1;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;1;aus DatenschutzgrÅnden gelîscht ;1;1;5;10;;2;15;3;7
1166;0,62713835;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;1;0;0;;0;1;1;1;0;0;;0;0;0;0;1;0;1;1;0;0;0;3;;2;1;3;1;2;1;;1;9;2;2;1;1;1;3;2;;;2;1;2;;1;0;1;0;0;0;2;;2;1;;4;1;1;2;;1;1;1;3;;2;1;4;3;2;1;;1;1;1;1;1;2;2;1;2;3;2;;1;1;0;1;1;1;1;0;1;0;0;0;;1;;1;3;3;3;1;;0;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;1;1;3;1;1;5;9;5;8
1167;1,37261009;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;0;0;0;;0;1;0;1;0;0;;1;0;0;0;1;1;1;0;0;0;0;3;;3;3;2;2;1;2;;1;9;3;1;1;1;1;3;1;;;2;;4;;1;1;0;0;0;0;1;3;;1;;4;1;2;2;;3;;1;2;;4;1;1;1;2;1;;2;2;2;3;3;2;3;2;3;2;3;;1;1;0;0;0;1;1;1;1;0;0;0;;2;;2;1;1;3;1;;1;1;0;0;0;0;;3;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;5;6;3;3
1168;1,08420326;aus DatenschutzgrÅnden gelîscht ;2;1;;1;1;0;0;0;;1;0;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;3;;9;3;2;2;4;2;;1;2;2;2;9;2;1;2;2;;3;;9;2;;1;0;0;0;0;0;1;2;;2;;2;1;3;2;;1;1;4;1;;2;2;3;2;1;2;;2;3;1;1;3;2;2;1;2;2;2;;1;1;1;1;0;1;0;1;0;0;0;0;;2;;1;3;3;3;1;;1;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;6;1;7;8;8;3;7
1169;1,23969627;aus DatenschutzgrÅnden gelîscht ;1;4;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;1;0;1;1;1;0;0;0;0;5;;9;1;1;2;4;1;;1;1;1;3;1;2;2;2;2;;2;1;;2;;1;0;0;0;0;0;1;4;;1;;1;2;1;2;;3;;3;1;;1;3;4;4;3;2;;2;2;2;1;9;1;2;2;1;2;2;;1;1;1;0;0;1;1;1;1;0;0;0;;2;;1;3;3;1;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;4;5;;6;9;2;3
1170;0,68401835;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;0;1;1;1;0;0;;1;0;0;1;1;1;0;1;0;0;0;3;;4;9;1;2;4;1;;2;2;2;1;2;1;1;3;2;;;1;2;1;;0;1;0;0;0;0;1;3;;1;;3;1;2;1;2;1;2;3;3;;2;4;4;3;9;1;;2;2;1;2;1;2;3;2;2;2;2;;0;0;0;1;1;1;1;1;0;0;0;0;;2;;2;3;3;2;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;4;4;4;5;;7;8;6;10
1171;1,08937220;aus DatenschutzgrÅnden gelîscht ;1;4;;0;0;0;1;0;;1;0;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;4;;3;1;2;1;3;3;;1;1;1;1;2;2;2;9;1;;1;;;1;;1;0;1;0;0;0;1;3;;1;;3;3;1;2;;2;1;4;3;;2;3;2;3;1;1;;2;1;1;1;1;3;3;1;2;2;2;;0;1;0;1;1;0;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;5;4;;3;5;4;4
1172;1,17484488;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;0;0;0;1;0;0;;0;0;1;1;1;1;1;0;0;0;0;2;;4;2;4;2;3;3;;2;1;9;1;3;2;1;3;2;;;;;2;;1;1;1;0;0;0;1;4;;1;;3;1;2;2;;2;1;2;3;;2;3;3;3;1;2;;9;1;2;2;1;1;3;2;3;3;2;;1;1;1;1;0;1;0;1;1;0;0;0;;2;;1;3;3;3;1;;1;0;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;5;9;;7;1;6;8
1173;1,13870460;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;0;1;;1;0;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;2;;3;2;3;1;2;2;;1;2;2;1;1;1;2;2;2;;4;;;4;;1;1;0;0;0;0;1;2;;2;;3;1;2;2;;3;;3;2;;4;1;2;1;9;1;;3;2;2;2;3;2;3;2;3;2;3;;0;0;1;0;0;1;0;1;1;0;0;0;;2;;1;3;3;3;1;;0;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;4;5;;3;9;7;10
1174;1,97830568;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;1;0;0;;1;1;0;0;0;0;;1;1;0;1;1;0;1;1;0;0;0;1;;2;4;2;2;3;1;;2;1;1;2;1;2;2;1;2;;1;1;;;;1;1;0;0;0;0;1;4;;1;;3;3;2;2;;3;;4;1;;2;1;4;4;4;9;;2;2;1;1;2;2;2;1;3;3;3;;1;1;0;0;0;0;0;1;1;0;0;0;;2;;2;3;3;3;3;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;3;3;7;5;;5;5;4;4
1175;0,89934267;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;0;0;1;0;0;;1;0;0;1;1;0;0;0;0;0;0;3;;4;3;2;4;4;3;;2;1;2;1;2;2;2;2;1;;1;;;1;;1;1;0;0;0;0;1;2;;2;;9;1;1;2;;1;1;4;3;;2;2;4;3;3;3;;2;1;2;2;1;2;1;1;2;3;2;;1;1;1;1;1;1;1;1;1;0;0;0;;1;;3;3;3;3;1;;0;0;0;0;0;1;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;4;1;3;8;5;6;8
1176;0,95729592;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;1;0;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;3;;2;1;4;2;4;1;;2;2;2;1;1;2;9;1;2;;2;;1;1;;1;0;1;0;0;0;1;3;;1;;3;1;2;2;;2;1;4;1;;1;2;4;3;1;2;;1;1;2;1;2;2;3;1;2;2;3;;1;1;0;0;1;0;1;1;1;0;0;0;;2;;2;3;3;3;1;;1;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;3;3;3;3
1177;0,59660944;aus DatenschutzgrÅnden gelîscht ;2;1;;0;0;0;0;1;;1;1;0;1;0;0;;1;0;0;1;1;0;1;0;0;0;0;2;;2;3;2;2;4;2;;2;2;1;1;2;2;1;2;2;;2;1;;3;;1;1;0;0;0;0;1;4;;1;;2;2;2;1;1;1;2;1;3;;3;2;2;3;2;1;;2;2;2;2;1;1;2;1;2;2;3;;1;1;0;0;1;1;0;1;0;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;1;1;4;1;2;8;14;7;10
1178;0,46816729;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;1;1;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;3;;3;1;3;2;3;1;;2;2;1;1;2;1;2;1;2;;1;2;2;2;;1;1;1;0;0;0;1;4;;1;;2;2;9;1;2;2;2;3;1;;1;4;4;3;2;1;;1;1;9;1;1;1;3;1;2;1;1;;1;1;0;1;1;1;1;1;0;0;0;0;;2;;2;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;5;9;;4;11;7;10
1179;1,15265268;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;0;0;0;0;0;0;0;0;0;2;;3;1;3;2;1;3;;1;1;1;2;1;3;2;2;2;;2;1;;3;;1;0;0;0;0;0;1;1;;2;;2;2;9;2;;1;1;2;2;;1;2;4;2;2;2;;1;1;2;3;2;3;3;2;3;2;3;;1;1;0;1;1;1;1;0;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;4;3;4;1;3;5;5;7;10
1180;0,89934267;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;0;1;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;5;;2;1;3;3;1;1;;2;2;3;2;9;2;3;2;2;;;1;2;4;;1;1;1;0;0;0;1;4;;2;;4;4;1;2;;2;2;1;2;;4;1;4;3;2;1;;2;2;1;1;2;3;3;3;1;1;3;;0;1;1;1;1;1;1;1;1;0;0;0;;1;;1;3;3;3;1;;1;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;4;2;3;6;5;6;10
1181;1,48693101;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;0;1;1;1;0;0;;0;0;1;1;1;0;0;0;0;0;0;4;;2;3;2;1;3;2;;2;1;1;1;2;2;2;1;1;;;3;3;2;;1;0;0;0;0;0;3;;;2;;4;2;1;2;;1;1;3;1;;1;1;9;3;2;1;;1;1;1;2;1;1;3;1;1;2;2;;0;1;1;1;1;1;1;1;1;0;0;0;;2;;9;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;3;1;2;4;3;2;9
1182;0,75377906;aus DatenschutzgrÅnden gelîscht ;1;1;;1;0;0;0;0;;1;1;0;1;0;0;;0;0;0;1;1;0;0;0;0;0;0;2;;4;2;1;1;1;3;;2;1;9;2;1;1;9;2;2;;1;1;;3;;1;0;0;0;0;0;2;;2;1;;4;1;2;2;;1;1;2;3;;4;2;3;4;2;1;;2;3;1;1;2;1;2;1;2;2;2;;1;0;1;1;1;1;0;1;1;0;0;0;;1;;2;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;1;1;4;1;1;5;5;5;8
1183;0,96997948;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;1;1;1;1;0;0;;1;0;1;1;1;1;1;0;0;0;0;4;;2;2;9;3;4;1;;1;1;1;2;2;3;1;2;2;;1;1;9;2;;1;1;0;0;0;0;2;;2;1;;3;2;9;1;3;1;1;3;3;;2;1;4;4;2;2;;2;2;2;2;2;2;2;3;2;1;2;;0;1;1;1;1;1;1;1;1;0;0;0;;1;;1;3;3;3;1;;1;1;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;2;2;4;1;8;5;9;3;9
1184;0,53735567;aus DatenschutzgrÅnden gelîscht ;2;4;;0;0;1;0;0;;1;1;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;4;;3;2;3;2;1;3;;2;1;3;2;1;1;1;3;1;;2;3;1;1;;1;0;0;0;0;0;3;;;4;;4;2;1;1;1;2;1;1;1;;1;2;9;2;1;2;;1;1;1;1;1;1;1;1;2;2;2;;0;1;1;1;1;1;1;0;0;0;0;0;;1;;1;3;3;3;3;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;3;3;4;4;;3;8;7;10
1185;0,92248898;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;4;;4;3;2;2;4;3;;1;1;2;2;1;2;1;1;3;;2;1;;2;;1;0;0;0;0;0;1;2;;2;;1;2;4;1;1;3;;2;1;;9;1;4;3;3;4;;2;2;1;2;1;1;9;1;2;3;2;;0;1;1;0;0;1;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;1;aus DatenschutzgrÅnden gelîscht ;4;3;5;8;;5;1;1;7
1186;0,73296164;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;0;1;1;1;0;0;;1;0;0;1;1;0;1;0;0;0;0;3;;2;2;3;2;4;3;;1;2;1;2;1;1;1;2;2;;;1;1;2;;1;1;1;0;0;0;1;4;;1;;1;1;2;1;1;1;1;2;3;;4;2;2;2;2;1;;2;2;1;1;2;2;2;3;2;3;3;;0;1;1;0;0;1;1;1;0;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;4;2;7;1;4;6;15;6;8
1187;0,58247203;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;0;0;1;;1;1;1;1;0;0;;1;0;1;0;1;0;0;0;0;0;0;2;;3;3;3;4;4;3;;1;2;2;1;1;1;1;1;1;;2;2;4;1;;0;0;1;0;0;0;1;4;;1;;1;3;4;2;;3;;5;1;;2;3;4;3;4;4;;2;1;1;1;1;2;2;1;2;9;1;;0;1;1;1;1;1;1;1;0;0;0;0;;1;;3;3;3;3;1;;1;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;4;1;7;6;6;7;10
1188;1,08477473;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;0;1;0;;1;1;0;0;0;0;;1;0;0;0;1;0;1;0;0;0;0;4;;2;2;1;2;1;2;;2;1;1;1;1;1;1;2;2;;4;1;;;;1;0;0;0;0;0;1;2;;2;;2;2;1;2;;1;1;4;1;;1;3;3;4;2;3;;2;1;2;2;1;1;2;1;1;1;1;;0;1;0;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;1;;1;1;1;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;4;7;12;;8;9;3;7
1189;0,50221799;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;1;0;0;;0;1;1;1;0;0;;1;0;1;1;1;0;1;1;0;0;0;3;;2;2;1;1;4;1;;1;2;2;2;1;1;2;2;1;;;1;2;2;;1;1;0;0;0;0;2;;1;2;;2;1;3;1;2;2;2;4;3;;2;1;4;2;3;1;;3;3;2;2;3;2;3;1;2;2;3;;1;0;0;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;5;3;5;1;3;6;8;7;10
1190;0,75953457;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;0;1;1;0;0;;1;0;0;0;1;0;1;0;0;0;0;4;;4;1;4;3;2;1;;1;1;1;2;1;1;1;2;2;;2;;1;1;;1;1;1;0;0;0;1;2;;2;;2;2;2;2;;1;1;4;1;;2;2;4;3;1;2;;1;1;1;1;1;1;1;1;1;1;2;;1;1;0;0;1;1;1;1;1;0;0;0;;1;;1;9;3;3;2;;;;;;;;;3;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;5;5;;3;8;4;5
1191;1,17410312;aus DatenschutzgrÅnden gelîscht ;1;1;;1;1;0;0;0;;1;1;0;1;0;0;;1;0;0;1;0;1;1;0;0;0;0;4;;1;1;3;1;2;3;;1;1;1;1;1;1;1;1;2;;2;3;;3;;1;0;0;0;0;0;1;3;;2;;3;2;2;1;1;2;1;3;1;;4;2;1;3;1;2;;2;1;1;2;2;1;1;1;2;1;3;;0;0;1;1;0;1;1;1;0;0;0;0;;2;;2;1;3;2;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;4;5;;4;7;2;9
1192;1,62250730;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;0;0;0;;1;1;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;4;;3;2;2;2;3;3;;2;1;1;2;1;2;1;2;1;;2;1;;2;;1;1;0;0;0;0;1;2;;2;;3;2;9;1;1;1;1;2;4;;3;1;3;3;1;2;;2;2;2;1;1;3;1;2;2;1;3;;0;1;1;0;1;1;1;1;0;0;0;0;;2;;2;3;3;3;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;1;1;3;12;;3;5;7;10
1193;1,74588377;aus DatenschutzgrÅnden gelîscht ;1;3;;0;0;0;1;0;;0;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;4;;2;2;2;9;2;1;;1;1;1;1;2;2;2;1;1;;;2;;2;;1;1;0;0;0;0;1;4;;1;;2;2;3;2;;1;1;2;1;;1;4;4;3;2;1;;1;1;1;1;1;2;2;3;2;1;2;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;4;4;5;8;;8;3;7;10
1194;1,32237033;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;0;0;0;0;;1;0;1;1;1;1;1;0;0;0;0;2;;1;1;3;4;1;2;;1;1;1;1;1;1;1;2;3;;3;1;;;;1;1;1;0;0;0;1;3;;1;;2;2;4;2;;2;1;4;3;;3;1;4;1;3;1;;2;2;1;2;1;2;2;1;2;2;2;;0;1;0;1;1;1;0;1;1;0;0;0;;1;;3;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;1;1;5;8;;8;13;2;2
1195;0,51023562;aus DatenschutzgrÅnden gelîscht ;1;5;;0;1;0;0;0;;0;1;0;1;0;0;;1;0;0;1;0;0;1;0;0;0;0;2;;2;4;1;3;1;1;;1;1;2;1;1;1;9;2;1;;;1;;1;;0;0;0;0;0;1;1;3;;1;;1;3;2;3;;3;;2;3;;1;3;3;2;2;2;;2;2;1;1;3;2;3;1;2;2;2;;0;1;0;1;0;0;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;5;7;6;8
1196;0,57036946;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;0;0;0;;1;1;1;0;0;0;;0;0;1;0;1;1;1;0;0;0;0;4;;3;2;3;1;2;2;;2;2;9;2;2;1;2;2;1;;3;1;4;;;1;1;0;0;0;0;2;;2;1;;3;2;2;2;;1;1;4;1;;2;1;4;1;4;2;;1;1;2;2;2;2;2;1;2;2;2;;1;1;0;1;1;1;0;1;0;0;0;0;;1;;1;3;3;3;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;3;5;1;4;7;11;7;10
1197;1,03149891;aus DatenschutzgrÅnden gelîscht ;2;1;;0;1;1;0;0;;1;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;4;;1;3;4;3;2;3;;1;1;2;1;1;1;9;2;2;;2;;;1;;1;0;0;0;0;0;1;3;;1;;2;2;3;1;3;1;1;3;1;;1;2;3;2;3;1;;2;1;1;2;1;2;3;1;2;1;2;;1;1;1;1;0;1;1;1;1;0;0;0;;2;;2;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;2;3;1;3;8;5;6;8
1198;0,74689327;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;0;1;;0;1;0;1;0;0;;1;0;0;0;0;0;1;0;0;0;0;3;;3;4;3;9;9;3;;2;2;2;2;1;1;2;2;2;;;2;;1;;1;1;0;0;0;0;3;;;4;;9;9;1;2;;1;1;4;4;;2;2;4;3;2;9;;2;1;1;2;1;1;2;1;2;2;3;;1;1;1;1;1;1;1;1;0;0;0;0;;2;;3;3;3;3;1;;0;0;0;0;0;1;;1;2;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;2;2;4;9;;4;8;6;10
1199;0,80635909;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;0;1;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;4;;2;2;4;3;3;2;;1;1;3;1;1;2;2;1;1;;;2;;4;;1;1;1;0;0;0;1;4;;1;;4;3;2;1;2;2;1;2;2;;4;1;1;2;1;2;;2;1;2;3;3;2;3;3;3;2;3;;1;1;1;1;1;0;1;1;0;0;0;0;;2;;1;3;3;2;1;;0;0;0;0;0;1;;3;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;4;9;4;7
1200;2,13752279;aus DatenschutzgrÅnden gelîscht ;2;1;;0;1;0;0;0;;1;0;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;2;;4;2;4;2;4;3;;1;1;3;2;2;2;1;3;2;;3;;2;4;;1;1;0;0;0;0;1;5;;1;;4;3;1;2;;1;1;2;2;;4;2;2;2;1;1;;3;2;1;2;9;3;3;3;3;3;3;;1;0;0;0;0;1;0;1;0;0;0;0;;1;;2;3;3;2;3;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;3;1;2;8;1;2;9
1201;0,59447075;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;1;0;1;1;0;0;;0;0;1;0;0;0;1;1;0;0;0;2;;3;2;3;3;2;2;;2;1;2;2;1;2;2;1;1;;3;;2;3;;1;1;0;0;0;0;1;4;;1;;3;2;2;1;1;2;2;3;1;;3;1;3;2;3;2;;2;2;2;2;1;1;1;1;1;1;9;;0;0;1;0;1;1;1;0;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;5;5;;7;14;6;8
1202;1,01800993;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;0;0;0;;1;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;2;;4;3;4;3;2;1;;1;2;1;3;2;1;3;1;2;;1;1;;2;;1;1;1;0;0;0;1;4;;1;;3;3;2;2;;2;2;3;4;;2;2;3;3;3;2;;2;2;1;1;1;1;1;2;1;1;3;;1;1;0;1;1;1;1;0;0;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;4;5;;4;13;6;8
